"","linenumber","sentiment","overall","date","Content"
"8011",8015,2,"Positive","08/15/17","The Dow industrials managed to eke out a third day of gains, but overall the main benchmarks ended little changed amid better-then-expected retail sales data and an abatement of tensions between the U.S. and North Korea."
"8012",8016,-1,"Negative","08/16/17","A prior version of this report gave an incorrect level for the dollar index."
"8013",8017,0,"Negative","08/16/17","The Dow seems to be whispering, “Let’s make it four up days in a row.”"
"8014",8018,-1,"Negative","08/16/17","European Central Bank President Mario Draghi has disappointed with his Jackson Hole appearance before he’s even made it to Wyoming."
"8015",8019,-7,"Negative","08/16/17","A popular gauge of the dollar reversed course on Wednesday, turning negative, following afternoon news that a pair of advisory council's to President Donald Trump was being disbanded amid a wave of high-profile CEO departures. The ICE dollar index 
        DXY,
        +0.78%,
       which measures the buck against six major currencies, dropped 0.3% to 93.5170, falling into negative territory as reports of the dissolution of the advisory panels, consisting of top Wall Street executives, broke. CEOs, including Merck & Co.'s 
        MRK,
        -0.70%
       head Kenneth Frazier, quit one of the president's manufacturing panels in reaction to Trump's Saturday response to a white-supremacist rally in Charlottesville, Va., over the weekend, which resulted in the death of one woman. Late Tuesday, the president placed blame on ""both sides"" for the violent clashes, fomenting concerns that he is implicitly advocating for white nationalists and leading to additional departures on Wednesday.  Trump announced that both the manufacturing council and the strategy & policy forum will be terminated in a tweet, after reports that suggested that discussions about their dissolution were already in the works. The dollar gauge's losses accelerated after Fed minutes were released on at 2 p.m. Eastern, suggesting that the central bank was hesitant to commit to dollar-boosting policy amid sluggish inflation."
"8016",8020,2,"Positive","08/16/17","Gold prices finished with a gain on Wednesday as news that two White House business advisory groups have disbanded, fueling haven demand and prompting a late-session turn higher for the yellow metal."
"8017",8021,-1,"Negative","08/16/17","The U.S. dollar weakened on Wednesday afternoon, erasing earlier gains, as traders reacted to the one-two punch of the dissolution of a pair of business advisory groups to the White House, and a dovish read of minute from the Federal Reserve’s July meeting."
"8018",8022,0,"Negative","08/16/17","The price of bitcoin rose Wednesday, following a brief dip below the $4,000 mark, in an apparent run at another record high."
"8019",8023,-6,"Negative","08/16/17","U.S. stocks ended a volatile session slightly higher on Wednesday, following what might have seemed to some like a torrent of political drama, economic reports and minutes from the Federal Reserve that showed that the central bank is contending with sluggish inflation. The Dow Jones Industrial Average 
        DJIA,
        -1.94%
       finished up  0.1% at about 22,025, marking its fourth straight advance, the S&P 500 index 
        SPX,
        -2.10%
       closed 0.1% higher at 2,468, and the Nasdaq Composite Index 
        COMP,
        -2.51%
       advanced 0.2% to end at 6,345. Markets traded unsteadily Wednesday afternoon, reflecting uncertainty about the strategic path for the central bank and political tensions facing President Donald Trump that could upend his pro-growth agenda. President Trump announced the dissolution of a pair of business advisory panels following a wave of high-profile departures of corporate leaders after widespread criticism over the president's reaction and late-Tuesday remarks to violence in Charlottesville, Va., over the weekend. Meanwhile, the Fed's minutes revealed a dovish posture, indicating that some members are concerned about sluggish inflation and wanted to move cautiously. In economic news, housing starts fell 5.6% in July weaker than expected. In corporate news, shares of retailing giant Target Corp.
        TGT,
        -2.12%
       rose after it reported an increase in same-store saales and lifted its guidance for the full-year 2017. The Fed's minutes had a pronounced effect on the yields of 10-year Treasurys, driving prices higher and yields 
        TMUBMUSD10Y,
        3.112%
       down by the most in 3 weeks, while the ICE U.S. Dollar Index 
        DXY,
        +0.78%,
       which measures the buck against a basket of six rivals, declined precipitously due to a combination of shaky economic reports and news about turmoil in Washington."
"8020",8024,1,"Positive","08/16/17","U.S. stocks closed moderately higher Wednesday, restoring the Dow above the psychologically-important 22,000 mark, after Federal Reserve minutes suggested that the central bank is wrestling with sluggish inflation but eager to commence an unwind of its $4.5 trillion asset portfolio."
"8021",8025,1,"Positive","08/17/17","As America soul-searches its way through a strange summer, the Dow industrials managed to work its way back on top of a big level yesterday."
"8022",8026,-2,"Negative","08/17/17","U.K. stocks broke a string of advances Thursday, with bank shares driven down as  Federal Reserve officials wrestle over whether to keep raising U.S. interest rates this year, while retail stocks fell after British retail sales showed only modest growth."
"8023",8027,0,"Negative","08/17/17","Gold prices scored back-to-back gains Thursday, as weakness in the U.S. equities boosted haven demand for the precious metal and minutes from the Federal Reserve’s meeting last month pointed to concerns over sluggish inflation."
"8024",8028,0,"Negative","08/17/17","The U.S. dollar has been under pressure for most of 2017, with one closely watched metric underlining what has been a withering stretch of trade."
"8025",8029,-6,"Negative","08/17/17","U.S. stock benchmarks on Thursday finished down at least 1% as heightened concerns about President Donald Trump’s legislative agenda and news of a terrorist attack in Barcelona combined to foster selling on Wall Street. Technology shares suffered the worst of the beating following disappointing results from Cisco Systems."
"8026",8030,-5,"Negative","08/17/17","The U.S. dollar retreated against haven currencies like the Swiss franc and the Japanese yen Thursday, following a day of negative headlines including a deadly terror attack in Barcelona that rattled equity markets."
